Username,waktu,Komentar,Rating
Pengguna Google,2019-10-12,tolong mode multiplayer kasih armor supaya tidak terlalu tipis dan tolong juga misi pertarungan password tambah supaya bisa level tanpa harus beli tier lagibuat sistem matchmaking nya adil kadang ada yang beda level beda rankitu yang buat malas main jangan Hanya mentingin uang tapi dengerin aspirasi player,3
Pengguna Google,2019-10-12,hari saya dapat hadiah dari box yakni msmc red triangle tetapi saat saya ingin coba senjata sebut dari loadout tiba game codm crash tidak hanya sekali sudah beberapa kalau saya coba dan tetap crash mohon baik,1
Pengguna Google,2019-10-12,saya mau nanya kenapa saat mode pertarungan royale main solo permainan asa aman tapi ketika mabar duo atau squad permainan jadi asa berat permainan jadi patah dan tidak lama terkadang tiba permainan keluar beda dengan mode multiplayer walaupun mabar ber sekaligus permainan aman patah,2
Pengguna Google,2019-10-12,gamenya bagus tapi percuma jikalau bisa dibind beberapa perangkat bisa tekan tombol bind sudah masuk guest modeauto logintolong baik sayang akun kalau tisak bisa dibind tt,2
Pengguna Google,2019-10-12,hampir sempurna kurang berguna data seluler padahal sinyal bagus tapi tidak tahu buat main permainan ngelag tolong untuk developer baik dan saya sering gagal masuk main dan bisa hubung kembali apada akhir afk tolong cepat baik,4
Pengguna Google,2019-10-12,grafik ok kontrol ok Hanya yang buat minus itu Hanya ada yang afk lawan tidak jelas maksud lawan nda jelas itu begini masa iya pro ketemu rookie ranked multiplayer kan tidak seimbang ntar kalau sudah baik tambahin bintang nya terima kasih,2
Pengguna Google,2019-10-12,saya akan beri bintang dulu soal saat pertarungan royale nya map nya hanya satu terus tempur multiplayer grafik orang saat gerak lari tempat mohon tambah map nya dan baru pada multiplayer,3
Pengguna Google,2019-10-12,dear developer tolong tingkat dan tambah effect nya agar lihat seru versi mw dips karna mode multiplayer kurang serucepat bosan denganuntuk ukur masalah sampai gb,5
Pengguna Google,2019-10-12,setiap saya ngeker trjadi lag kalau yang lain tidak ada masalah dari grafik dan lain lain buat kesal lawan sudah depan kita aim ehh semakin patah patah kalau bilang hp kentang tidak juga cara ram intnal  dan sisa storage masih ada skitar giga ada sulusi mgkin,2
Pengguna Google,2019-10-11,loading screen pertama activision jalan lancar namun saat loading screen yang dua tulis garena tiba keluar sendiri dan sudah ulang kalau login ulang hasil sama saja saya main emulator noxplayer baru pc saya masih milik space banyak saya akan beri bintang jika sudah baik,1
Pengguna Google,2019-10-11,overall mantap lah untuk fitur report tolong tambah untuk player yang suka afk untuk map ranked kalau bisa jangan random untuk weapon lengkap agar lebih banyak pilih tambahin juga untuk event yang tarik terima kasih,5
Pengguna Google,2019-10-11,untuk saat turut saya bagus bagus saja dari grafik dan lain nya Hanya hanya satu yang jadi masalah turut saya jadi ketika kita keluar tiba-tiba dari permainan untuk masuk dalam tanding nya itu bisa walaupun ada tulis masuk kembali dalam tanding padahal untuk jaringan dan lain nya baik baik saja semoga bisa selesai dan semoga updatetan lain lebih bagus,3
Pengguna Google,2019-10-11,mohon untuk baik signal server nya karena saya setiap gameplay suka hubung ulang padahal saya main permainan belah tidak gitu tolong untuk lebih tingkat forma nya untuk lebih cukup bagus tapi tolong baik untuk sinyal nya saja,3
Pengguna Google,2019-10-11,kalau bisa voice cheat nya sering nge bug jadi bisa komunikasi sama teamuntuk tipe hp bawah gb harus bisa atur grafik ff smooth atau ultra jadi lebih enak mainnyaselebihnya bagus,3
Pengguna Google,2019-10-11,permainan nya sudah bagus tinggal sinyal saja baik karena saya setiap main terkadang suka nge lag dan keluar sendiri tapi untuk permainan nya permainanya grafik gameplay nya sudah bagus sangat sudah nyesel kalau tidak download,5
Pengguna Google,2019-10-11,hallo saya ingin beri masuk mode multiplayer saya dapat dengar suara dan arah tembak musuh yang kena saya saya hanya mati dan dapat replay bagaimana musuh sudah tembak saya tanpa tahu saya itu lihat konyol terimakasih dan harap untuk baik,3
Pengguna Google,2019-10-11,dari sini saya mulai suka sama pertarungan royale nya selain multiplayer nya seru tidak bosan banyak kemampuan dan ability bebas gerak dan perang dengan maksimal ada muncul zombie dan monster pertarungan royale nya mantap jaringan tidak pernah ada masalah semua lancar dan mulus tanpa kendala sipp untuk grafis Hanya mentok medium tapi sudah bagus sekali tidak jelek oke lah,5
Pengguna Google,2019-10-11,gamenya keren tapi sering framedrop selalu setiap mau tembak musuh jadi ngelag padahal jaringan bagus dan ram hp kuat masa ram gb masih begini tampil nya frane drop terus tolong benarkan donk untuk developer,2
Pengguna Google,2019-10-11,saya perempuan bukan arti saya suka permainan inimenurut saya kontrol gamesnya mudah dipelajariawal saya main saya kira advance wardi psternyata enggaklebih pubg malahantapi lebih bagus dari pubgkalo saya saranintolong saat multiplayer musuh nya sesuai dengan level yang lainjangan beda jauhsaya baru level dan yang lain dekat level saya tapi kenapa dapat musuh level auto kalah lahmohon timbang terima kasih you,5
Pengguna Google,2019-10-11,untuk seluruh gameplay ada masalah dan cukup baik tetapi ada satu kendala mode pertarungan royal kenapa tombol fire saya ada padahal sudah gonta ganti settingan tetap muncul kemudian bisa looting dan bisa apaapakan kecuali naik kendara dan lari mohon untuk developer segera baik,2
Pengguna Google,2019-10-11,permainan nya sih sudah keren sangat karena bisa swim suit dan juga ganti ffp dan tfp permainan tapi suara nya untuk hp ram gb kenapa masih sangat kecil jadi nya kurang bisa dapat feel suara senjata dan musuh yang dekat dari call of duty mobile tolong desibel suara tingkat kan terima kasih,4
Pengguna Google,2019-10-11,kenapa saya tidak bisa buka permainan nya lali layar nya hitam terus padahal sinyal bgaus dan saya lama tunggu sesungguh saya suka sangat permainan tapi saya ikan bintang dua karena tidak bisa masuk permainan nya tolong dibperbaiki,2
Pengguna Google,2019-10-11,mungkin perlu tambah mode dan saat mode multiplayer ada mode random juga lalu tambah skin baju karakter dan beda senjata rare epic legendary dengan tambah peluru atau akurasi tambah supaya terlalu rugi saat beli item atau senjata yang legendary terimakasih,5
Pengguna Google,2019-10-11,balance ketika rank  contoh saya sendiri solo rank  rank saya veteran ketemu musuh yang sudah rank elite situ saya wajar  sedang tim saya masih rookie maksud apa  dalam permainan ketemu cheater peluru nembus tembok infinty ammo  dan bisa terbang  baru beberapa hari rilis bobol saya kecewa dengan permainan  ping nya pun suka lag  padahal permainan yang lain lancar mohon baik sekian terima kasih,1
Pengguna Google,2019-10-11,permainan baru masih banyak yang harus sempurna utama kontrol efek tembak kurang natural sekali jaringan kurang stabil padahal provider prioritas belum bisa buka dan main dan seakarang bisa buka tolong baik lag demi permainan saya uninstall pubg ram hp saya gb apa harus selsaikan gb baru bisa main,1
Pengguna Google,2019-10-11,untuk mode multiplayer aman mungkin Hanya sedikit delay yang masih aman tapi buat mode pertarungan royale selalu ada network issue gagal masuk room sementara map boarding plane sudah muncul network issue sangat ganggu,2
Pengguna Google,2019-10-11,tempur mode mp dan br yang sangat tegang apalagi mode mp ranked match mampu jari tangan sangat butuh saya sangat terkesan dengan grafis juga yang smooth dan realistis,5
Pengguna Google,2019-10-11,lama saya main ini saya sangat nikmat gameplay nya dan belum temu kendala yang sangat arti untuk grafik sudah cukup terus kembang dan kelola dengan baik dan mohon untuk tingkat aman nya tingkat agar ada cheater permainan ini terima kasih,5
Pengguna Google,2019-10-11,saya rasa permainan buru untuk rilis ketika perspektif saya sudah tembak tetapi perspektif musuh saya belum tembak dan juga musuh sering ngeblink padahal sinyal stay ms tambah suara tembak yang terkadang dengar mohon segera baik,2
Pengguna Google,2019-10-11,gamenya sangat bagus muas keren tapi sayang masih banyak kurang pertarungan royal saat ada musuh jika dekat terkadang tapak kaki lihat terkadang itu yang buat bingung saat ada musuh kurang jelas arah nya bahkan musuh belakang kita saja ada tapak kaki atau pun posisi suara tembak yang jelas itu yang baru saja saya rasa saat main,4
Pengguna Google,2019-10-11,permainan bagus saya suka tolong kembang kalau bisa semua jenis senjata bisa berguna pada multiplayer dan pertarungan royal dan map tambah pada pertarungan royal sekian terima kasih,5
Pengguna Google,2019-10-11,untuk mode pertarungan royal ada bug bisa ambil senjata ada tombol pick up senjata bug loncat tapi semakin ngambang beberapa detik bug lobby keluar tombol untuk gerak hm tunggu updatenya lah mo main pabji dulu,1
Pengguna Google,2019-10-11,servernya kurang bagus perlu baik karena ketika saya main pertarungan loyal msih ada sedikit patahpatah dan sinyal tiba-tiba jadi ms tapi selain masalah server semua bagus masuk yang palong bagus turut saya ketika ingame pertarungan loyal ada scene mana memperliahatkan pesawatpesawatnya itu keren sangat terasa nonton film,4
Pengguna Google,2019-10-11,terus tingkat utama mode pertarungan royal yang sering reconnect suara permainan error server kurang stabil lag ketika temu lawan server voice chat error bug tempat tentu dan masih banyak saya sangat suka permainan codm maka tingkat terus permainan nya,4
Pengguna Google,2019-10-11,awal install handphone saya normal normal saja tapi sudah beberapa hari jadi crash lalu force close dan akhir bisa masuk selalu crash pada awal loading data sudah reinstal beberapa kalau dan coba berguna jaringan lain tapi tetap bisa main mohon baik untuk pengembanganya saya berguna handphone xiaomi redmi s terima kasih,1
Pengguna Google,2019-10-10,untuk grafik dan kontrol sudah bagus cocok untuk berguna hp spesifikasi minim dan untuk masalah koneksi mohon baik update lanjut karena saya sering alami hilang koneksi saat lobyin permainan dan tolong untuk tambah mode training agar bisa coba semua senjata supaya lebih bisa sesuai dengan berguna majuterusgarena,5
Pengguna Google,2019-10-10,bagus tingkat kualitas sinyal dan grafis saran kalau mode deathmatch dan jenis baju musuh dan tim bisa beda dari warna atau custume,5
Pengguna Google,2019-10-10,setiap ketemu musuh langsung lag dan langsung keluar gamekembali menu handpone padahal jaringan sudah mantap ping nya juga hijau jadi malas main kalau seperti begitu yang tandinya semangat jadi tidak selera main tidak suka permainan yang seperti begini hancur sangat,1
Pengguna Google,2019-10-10,jujur permainan sangat bagus saya suka hanya yang saya aneh adalah koneksi yang stabil dan turut saya sangat sangat rugi yang mengngakibatkan hilang mood main permainan ini mohon depan baru agar lebih nyaman untuk main permainan nb jaringan buat instagram lancar jaya tapi buat permainan pingnya sangat masuk akal saya rasa dulu saja bila sudah baru nanti saya kasih bintang full,2
Pengguna Google,2019-10-10,sesungguh nya permainan nya sudah bagus sangat tapi ada beberapa hal yang mau saya sampai kenapa jaringan nya sedikit kurang bagus mau pakai wifi atau pun data lambat juga dan grafik nya untuk hp yang ram masih kurang terkadang ngefreez sendiri saya kasih bintang saja dulu iya semoga semakin bisa atasin iya kasihan user yang berguna kan hp ram,4
Pengguna Google,2019-10-10,permainan yang bagus Hanya satu kurang yaitu level rival yang lebih tinggi dari kita tolong sama level nya agar kita bisa main dengan orang yang level tidak kurang dan tidak lebih dari kitasebandingitu saja yang harus baik dari permainan codm yang lain bagus kenapa,5
Pengguna Google,2019-10-10,permainan terlalu dini buat muat sering kalau server masalah tidak hanya sekali sering enak main pertarungan royale tiba hilang konektivitas padahal saya pakai wifi dengan normal tiba sambung server berulangulang tapi gagal dan akhir paksa keluar permainan dan akibat point minus tolong server baik indonesia duit selalu yang utama nyaman main itu penting,3
Pengguna Google,2019-10-10,permainan call of duty mobile cukup bagus tapi senjata perlu banyak jenis kalau grafik bagus tapi tolong baik karena kalau main pertarungan royale itu patah  tapi hp saya redmi not kenapa patah jugak itu tolong baik,5
Pengguna Google,2019-10-10,saya kasih bintang dulu soal setiap kalau saya main mode playground harus ngelaggame jadi lambat dan lancar tolong baik iya agar mode playdround sering ngelag apalagi saat mau tembak untuk mode yang lain multiplayer itu sudah bagus sangat lancar sekali buat main kalau bisa tambah baik iya utama mode playground agar ngelag dan jadi lebih bagus,3
Pengguna Google,2019-10-10,grafis ok permainan ringan baik pakai default player berguna pakai army tanpa armor untuk armor nanti ketika saat looting tambah tas punggung pada karakter ketika sudah ambil tas biar lebih seru,5
Pengguna Google,2019-10-10,saya harap permainan map nya lebarin dan tambah map seperti pubg yang ada banyak map nya sama connection bagusin agar lebih enak main masa ping ms lag kalau bisa tinggatkan permainan nya sama bisa setel grafik nya juga,3
