Username,waktu,Komentar,Rating
ainun nurul faizah syam,2021-07-12,sudah update buat malas main terlalu banyak yang bug contoh tombol lari cepat yang sisi kanan tidak bisa geser dan mungkin ada pengaruh saat lobby jaringan bagus saat naik pesawat sudah tidak stabil tolong periksa kembali,1
bintang prastian ramanda damanik,2021-07-12,update kalau kecewa untuk buka loudout lobby inventory dan metro royal untuk buka loudout selalu frame drop tampa alasan padahal pakai normal grafik turun utama bagi icon tombol render map arena khusunya gun permainan dan domination hancur clasic juga walaupun grafik turun tapi pakai gpu jadi lebih berat dan ping in permainan sangat buruk yaitu selsaikan ms padahal untuk yang lain lancar user xiomi redmi note pro semoga baik,5
Renaldi Pramana,2021-07-10,sudah update baru ada kendala  ketika tembak sambil teropong gerak kanan kiri semakin ikut jongkok saat analog kanan kiri dan ada bug yang masih belum fix ganti teropong  contoh dari red dot nya ketika sudah pakai tapi tombol ganti masih pasang red dot bukan nya mohon segera baik terima kasih,1
Kamek Punye Cerite,2021-07-10,bagaimana bagi fps sesuai dengan server karena untuk mengupdate perangkat divices butuh biaya yang sangat besar dan untuk masalah itu mungkin kami sulit jika kami main berguna divices yang hanya mampu fps dan temu lawan dengan divices fps otomatis kami akan kewalahan lawan mereka,4
bafa donalta,2021-07-10,atur pada kontrol ubah sendiri letak tombol lari cepatny padahal menu ting sudah pindah posisi nya tapi permainan play nya tombol lari cepat nya balik samping peta maps tolong baik lagi terima kasih,5
blie putu18,2021-07-10,sudah upgrad mode evegroud tombol lari nya tidak bisa pindah dan loding saat masuk in permainan lama sangat tidak tahu hp saya yang kentang atau memang permainan nya kurang baik lagi mohon jasa dan perhatianya lebih permainan turut saya masih bagus adapun kurang iya sedikit lah,5
Pengguna Google,2021-07-10,untuk developer pubg mobile mohon baik bug crash nya masa setiap main saya selalu crash terus coba masuk kalau kalau tetap crash saya push conqueror jadi nyaman selsaikan hal itu sudah update yang runic power bug nya begitu terus belum update tidak pernah ngecrash mohon cepat kalau saya akan uninstall permainan lagi buat orang emosi saja permainan sekali cepat baik terimakasih,5
ILHAM,2021-07-10,permainan terlalu banyak bug dan lag nya dulu bisa nonton teman laga pakai wifi saya tapi sekarang sudah bisa nonton teman laga ketika kita sudah and apalagi main arena sudah sangat bisa Hanya bisa dengar suara tembak dan tiba mati mohon baik,5
Galang Putra,2021-07-10,baru saja update sudah ada bug masa tombol sprint taruh kiri custom hud saat in permainan semakin ada kanan sama tombol jongkok khusus pegang senjata semakin ada kanan tidak mau pindah walaupun sudah pindah custom bagaimana sih iya ampun sudah begitu custom hud saya tiba reset tahu begini tidak saya update tdi semoga cepat baik bugnya,1
I Komang Bagus Rama P. W. D 08 IX.7,2021-07-09,gamenya seru seru dan lumayan tapi yang paling buat malas main itu banyak bugnya pertama jalur pesawat tidak ada dua saat tembak musuh keluar darah tapi tidak kena hit dan yang paling parah tdm itu tidak bisa masuk makanya saya kasih bintang,3
Aksan Hasyim,2021-07-09,permainan nya sih seluruh nya bagus dari segi texture sama detail benda dan bangun sih sudah hd sangat masalah hanya banyak nya bug ada yang bisa tembus tanah tembus tembok dan lain lain tapi seluruh nya sudah bagus oiya admin saya mau nanya saya kenapa bom bisa update iya sudah saya tunggu dari siang,5
25. Muhammad Fauzan Bintang Marala,2021-07-06,mau sampai kapan para cheater itu pelihara banyak sangat bug yang muncul entah itu bug damage bug karakter jadi kecil dan bug yang dari dulu sampai sekarang tidak pernah dibetulin yaitu bug mic ayo bagaimana mau jadi permainan yang gari banyak orang kalau masalah seperti begitu tidak pernah selesaiin,1
Adi Kurniawicaksono,2021-07-01,super keren mantap grafis juga luar biasa banyak pilih tapi juga masih banyak kurang contoh nya pada pilih grafis tidak semua bisa pakai akan semua itu hanya pajang saja padahal devicehp saya keluar baru juga saya lihat ada iklan beta tester saya coba daftar tapi tidak bisa terang nya juga tidak jelas tapi tetap its all not a problem yang penting tolong untuk kedap baik dan beri jelas lebih rinci tetap semangat,5
Vallentino Yunabe,2021-06-29,saya beri nilai tentu ada lebih dan kurang masing ok grafik memang bagus tantang juga tantang permainan seru namun sinyal mudah nge lag atau kena bug biasa beri musuh yang tinggi atau yang susah map terkadang kurang jelas memori update semakin tinggi nah itu saja trimakasih,4
Ogik Indra,2021-06-24,bintang satu dulu kalau sudah baik bug nya baru full bintang padahal saya pakai android yang ram nya gbgb sering telat masuk pada saat turun dari parasut tolong jawab tencent trimksih,1
Aldo Marchelinus sausele,2021-06-21,kurang adil tanding kalau punya uang pasti lebih untung kanseperti saat musuh jadi kecil luar zona kecil tubuh entah itu bug cheat atau memang efek dari top up event sekarang tapi tetap adil karena tambah player yang kecil bisa bunuh kecuali zona yang gerogot darah,1
Rizal Dwi Anggoro,2021-06-19,alasan sudh mau sepi adalah kalau mau main permainan minimal hpnya yang bagus kalau hp kentang pasti framedrop jarang ada event skin senjata dan lain lain cara permanen banyak pasti ada batas jaringan terkadang suka lag saat war walaupun sudah atur grafik tingkat paling rendah smooth,3
Kawashima Chiaki,2021-06-18,terlalu sering update namun masih banyak bug sering force close dadak dengan alasan bisa hubung pada server bisa bergerakmerubah posisi jika buka teropong suara pada mic tim yang dengar cirle zone yang terkadang muncul mohon baik bugnya karena itu sangat ganggu,1
Naufal putra Hendrawan,2021-06-17,saya dulu player gratis skearang saya sudah bisa beli royalpass untuk sekarang royalpass hadiah cukup tarik dan skinnya sangat kerenmakin banyak hadiah hanya karena karena banyak skin dan colab beberapa bug masih ada bug mic dan bug beberapa map overall permainan sangat bantu saya atur strategi perang,4
Febriyan Mandalaputra,2021-06-15,baik itu bukan musik sama grafis yang anehaneh masih lebih baik musik yang pubg dulu yang utama conecksi ketika player login itu cepat buka waktu minta habis itu buat user permainan sebut kecewa,1
rfsyhmmm,2021-06-12,bug voice ganggu forma main kami para player yang tidak milik kontak dengan teman tim mohon perhati untuk voicenya karena sering fungsi dengar kami mohon segera baik karena pengaruh alam main kami permainan pubgm edit ada bug lagi bisa scroll item saat match backpack death crate and air drops,5
Adittiya Widi,2021-06-01,dengan hormat saya minta tolong baik masalah ping sinyal khusunya pada saat loby padahal semua paket sumber daya sudah saya unduh semua masuk semua mapevent padahal cepat kuat sinyal pada kartu handphone cepat buat youtub juga ngebut cepat tnpa bufer tapi kalau lobby selalu muncul notifikasi muat please baik masalah sinyal jangan buat berat pada ping terima kasih,4
RC Maryam,2021-05-29,sudah hari masalah kalau mau update atau download selalu muncul notifikasi error signal padahal signal wifi sangat bagus dan lancar semakin lama kualitas permainan permainan semakin turun developer banyak fokus sama skin sehingga kualitas sistem permainan semakin turun,1
Asman Fauzan,2021-05-28,setiap saya mode spected pasti ngebug jadi semua player jalan tempat padahal sinyal nya bagus simpan hp juga masih banyak sama mode arcade yang latih perang itu juga sering ngebug setiap respawn pasti luar zona begitu terus sampai permainan nya selesai tolong baik,3
Michael Sion,2021-05-27,keren sih keren tapi terkadang terkadang aku tidak bisa masuk permainan nya tahu harus pakai wifi dulu baru bisa login terus prnh juga kdng kdng keluar sendiri dan barusan juga aku mau login tapi loading terus makanya malas main nya tolong dong developer biar sinyal nya enggk ngelag dan tidak error terimakasih developer aku juga lumayan suka sma permainan pubg itu saja kok,4
AKM 91,2021-05-21,pubg mobile tolong dong baik salah akun saya settingan tombol sesuai ting manual saya karakter sudah hasil tanding terkadang sama karakter saya map kecil bagi tombol teks potong saat mau etik seperti bug atau apa sudah lapor ber kalau kalau belum selsaikan sudah update kenapa saya habis data untuk update tolong segera selesai,5
Akaa_putra,2021-05-17,pubg sudah update semakin parah koneksi buruk sering ngebug grafis patah kurang apalagi coba saya pakai hp ram gb internal gb koneksi pakai wifi masih saja parah tolong baik itu,5
Restu Tv,2021-05-13,permainan nya bagus grafik dan segala macem oky lah tapi sayang nya kontrol ketika tempur terkadang sesuai dengan yang sudah ubah atur terkadang juga ngebug ketika mode spektator nge bug ketika sudah turun dari pesawat padahal signal sudah bagus tolong baik iya,3
Faiz Rahman,2021-05-12,saya sudah main permainan dari otomatis saya juga sering alami bugbug atau masalahuntuk tencent tolong jangan terlalu banyak update karena yang saya rasa setiap update pasti ada saja bugbug baru atau glitch baru yang muncul mulai dari tombol tembak yang bisa pencet atau bug ada player zona terakhirjujur saya suka sama permainan tapi tolong sedikit baik tentang masalah bug atau glitch setiap update,4
Salman Alfarisi,2021-05-12,baik mode yang underratedyg perlu hapus saja karena buat semakin berat ukuran pubgm nya untuk ukur smartphone gb sudah terlalu besar sekali banyak dari teman saya yang sudah menguninstall karena alasan terlalu berat dan memori kuat tampung permainan pubgm bukan hp yang speknya mumpunikentang tapi yang spek tinggi pun juga ada yang alasan sama karena uras banyak memori internal thanks goodluck tencent pubgm,3
Pengguna Google,2021-05-06,tencent jaringan sinyal kalau main pasti turun dan lag yang awal ketika lobby masih tidak tapi saat masuk match auto h dan sudah pasti sangat ganggu permainan saya jadi lag parah patahpatah delay dan masih banyak masalah lain jadi tolong fix untuk bug jaringan nya iya,1
Muhammad Sonic hotdog,2021-04-27,permainan seru apalagi main bareng kawan kawan ramai ramai jauh lbih seru sambil challenge begitu nah dari segi gameplay yang cukup mudah paham sesungguh grafik juga bagus dan tarik mungkin suatu saat nanti akan hampir sama sama yang pc aku tahu kerja buat grafik yang lebih hd itu tidak mudah tapi semangat terus para developer permainan luar sana eventnya juga banyak dan untuk player gratis juga ada ruang tidak ada istilah password mohon maaf apabila ada slah kata terimakasih,5
Xi Cho In Gaming,2021-04-26,tolong dong baik sistem jaringan nya terkadang suka drop padahal singal hijau saat in permainan lag bukan lag karena device nya tapi karena singal nya ambil senjata tidak bisa mau masuk rumah semakin keluar padahal itu saya pakai jaringan wifi buat alam main jadi nyaman,3
20 Juan Petrix,2021-04-16,cawak semenjak selalu update fps naik turun bug semakin banyak cheater yang masih banyak sering jadi bug pada saat tembak yaitu ada damage pada musuh tolong baik karena pubg yang sekarang pubg yang dulu,1
DennisGlowen,2021-04-15,permainan sangat bagus tapi kalau bisa pering apknya hapuskan fitur yang sudah pakai mode fpp tombol ski dan lain lain skinnya rangin dan ada akselerasi jaringan kalau bisa upgrade engine nya yang paling baru agar jadi lebih playable sekian,5
I Wayan Sukrada,2021-04-13,dari season  jalur pesawat map sering lihat teropong nya bisa adjust kalau login ulang semakin terkadang nyakut lobby ayo pihak develover baik setiap bug yang ada biar alam main bisa lebih baik device yang saya pakai adalah redmi note pro terima kasih,2
Quax Moon,2021-04-09,admin updateperbaiki map karakin admin banyak bug nya baru saat pakai parasut suka putarputar tidak jelas saat sudah sampai darat tetap saja parasut nya mau hilang sudah kalah puluh kalau too soon karena bug ini dan ada juga bug saya lihat media sosial yang bisa menumbus tanah baik cepat iya admin,1
daniel firdaus,2021-04-07,sangat bagus apalagi dengan map baru tapi untuk map yang baru agar lebih baik hal bug beberapa kalau saya turun dari pesawat ngelag padahal jaringan bagus dan map yang lain pernah ngelag,5
Muhammad Wildan Saputra,2021-04-05,saat pakai kartu tri bisa main arena bisa lihat musuh dan teman seperti tidak ada orang yang main tdm terus saat mati classic spectator semakin tidak bisa macet begitu sedang pakai kartu xl lancar tidak ada kendala kalau pakai kartu tri lancar gameplay sedang saat spectator temen semakin tidak bisa arcade juga sering ngebug tolong baik iya admin,5
M. A.R,2021-04-05,hp dan jaringan masih kondisi bagus tapi semakin sering keluar coba download ulang semakin tidak ada ubah paksa uninstall padahal seruserunya gam sempat bisa main namun saat sedang match permainan bisa saja tiba keluar baik itu saya berguna wifi atau paket data yang bagus,1
About Kii,2021-04-04,jangan selalu update untuk tambah event terus tapi masalah bug dan lag selsaikan buat apa permainan banyak event kalau saat main banyak bug dan lag player jadi nyaman bajar dari permainan lain yang dahulu baik masalah bug dan lag,3
FvckYou Monz12,2021-04-03,untuk developer hormat saran saya untuk lebih baik masalah lag dan bug saat ada permainan karena saya maupun teman saat multiplayer sangat ganggu lebih karena terlalu banyak nya mode untuk main dan update yang sangat besar perlu resource lebih pada kami yang berguna device yang terlalu high mohon untuk baik agar kami para player pubgm bisa tetap nyaman main terima kasih,4
Beni Sandri,2021-04-02,kepada pubgm entah ping saya sering jumping dari ms ms ms terus naik ms  sudah ganti kartu pakai wifi relogin pake mode pesawat pindah lokasi main masih saja sama dan masalah bukan hanya saya yang alami tolong telusur dan baik terima kasih,3
Anak Anjiang,2021-03-29,permainan yang bagus mobile karena gameplay yang kompleks juga banyak mode sedia optimal untuk device kentanguntuk depan harap segera fix bug bug yang ada dan juga lebih baik optimal untuk device bawah standarsatu lagi tolong selsaikan masalah framedrop bahkan ada sampai freeze pada saat classic matchscrim tidak kecuali untuk semua device masuk yang kategori flagship dan gaming karena itu akan pengaruh forma player proffesional saat main thanks,5
