Username,waktu,Komentar,Rating
Khairul Amri,2023-05-31,sesungguh nya aku mw beri bintang karena banyak yang tidak enak permainan nya saat main training pasti ada yang matiin saya tapi tidak lihat saya beri bintang lima karena grafik nya bagus banget neng jadi main nya dan is saran saya semua player ff yang berguna cheater lebih bail banned agar lebih sempurna org main nya dan sampai situ saja terimakasih ciptain permainan nya semangat terus buat garena,5
Alvino,2023-05-31,ff gima iya kenapa update nya tidak jelas aku mau loncat dari cendela tidak bisa mau naik loncer mini juga tidak bisa sinyal enak kenapa jadi ples minta tolong kalau update benarkan,2
Amjad,2023-05-31,mohon baik untuk main ff sering patah patah padahal hp saya spek nya cukup oke,5
Lucky,2023-05-31,permainan bagus judi nya banyak gacca tidak jelas habisin habisin duit saja apa coba diskon hanya kamu pikir gwh siapa sudah event krisis ada event harus bayar karakter harus bayar sudah ngumpulin duit nya susah bosen saja,1
Toni Novala,2023-05-31,sekarang sudah tidak seru sudah update gloowal batas terus padahal sinyal bagus tapi buat loting susah tolong baik lah masalah sinyal,3
Ip Ong,2023-05-31,saya kasih bintang dulu karena bug signal nya jelek masa iya wifi lancar signal nya tolong baik untuk bug lain iya admin,4
Noval Dwi prasetyo,2023-05-31,kalau ngasih tim yang setara lah anjing tim saya beban semua sedang musuh tidak berotak tolong baik lah garenaanj,1
fredy ff,2023-05-31,tolong untuk developer baik kualitas jaringan masa setiap ketemu musuh jaringan langsung down padahal aplikasi lain normal aja jaring sering drop buat player nyaman main,1
nak buduh,2023-05-31,sangat hibur waktu luang hanya kendala pada jaringn yang sering naik mohon baik juga on oof micnya susah,3
Rahen Ariendra,2023-05-31,sudah bagus banyak bug tapi saya minta tolong untuk pihak garena untuk optimalisasi gameplay karena masalah patah patah atau lag,4
Pipih Rosmawati,2023-05-31,permainan nya bagus tapi diamond nya harus top up jadi sekarang gratis saja,5
Orang,2023-05-31,lumayan tapi waktu install kenapa lama ypas main bilang salah sambunganpadahal wifiku penuh bukan nak hina tapi baik iya garena karena bagus kenapa ffnya,4
Ratna Komalasari,2023-05-31,saya suka sekali permainan karena bisa mabar meski jarak dari rumah saya teman sangat jauh apalagi tahun ada ff max dan saya lebih suka dengan update bulan,5
Zulham Naufal,2023-05-31,permainan free fire jarang sangat update tapi gamenya tidak main main gamenya punya senjata keren ada jugak evogan senjata punya bentuk hewan op jugak ini hihihi,5
Epang Bae,2023-05-31,bang garena ff update sih bukan nya tambah bagus semakin tambah jelek sih,1
Yuli Astina,2023-05-31,gamenya bagus sangat aku beri bintang karena terkadang terkadang kalau ada musuh jaringan nya lag kalau tidak ada musuh jaringan nya bagus dan aku beri bintang juga karena aku kurang mengerti cara main maklum player baru,4
Ahmad Kurniawan,2023-05-31,mohon untuk glowal nya kembali lagi awal karna kami para player rasa susah ketika hanya bawa glowal,3
Rindha Rindha,2023-05-31,kalau saat ketemu musuh jaringan nya langsung pdahal jaringan saya bagus bug apa an ini,5
Dewi Pensed,2023-05-31,mas ada bug yaitu bug glowal saat mau pencet tidak bisa pencet,1
Muhammad Fathurrahman,2023-05-31,update nya tidak bagus bundel karakter gratiskan glowal batas sudah tidak seru,1
Akbar Dzikrinurjabbar,2023-05-31,tolong baik bug saat main free fire padahal jaringan bagus tetapi saat looting delay,5
Deon Nika,2023-05-31,dari segi yang lain sudah bagus tapi banyak bug glowal lambat padahal ms sama bug damage bug nembus glowal yang jadi sering masalah itu bug damage saja,2
9F_Pony Apjar Fajar,2023-05-31,permainan yang sangat bagus tapi ada kekurangannyagrafiknya tolong tingkat agar lebih real permainan lainnyapubg fornite cod dllsenjatanya banyak biar lebih asyik dan buff nerf senjatadan yang paling penting turut saya adalah sinyal tolong lancar karena saat saya main terkadang ngelag tapi sinyal saya lihat bagus dan terkadang terkadang saya temu cheatertolong baik dan bagus lagiokesalam player ff,4
Aldin Aljawahir,2023-05-31,admin ada bug atau apa ya di update baru kan bisa pasang avatar pakai foto pribadi namun akun saya yang kait akun google bisa berguna fitur sebut belum memang ada opsi untuk ganti tapi sudah ganti ada ubah sama sekali dan semakin opsi nya hilang beda dengan akun yang kait facebook ganti avatar bisa langsung ganti,5
Resta Al basitha,2023-05-31,saya kasih bintang dua iya karena ff nya bisa login saat sudah nyampe lobby keluar sendiri,2
Jil Gimang,2023-05-31,tolong untuk pihak garena hapus bug dan sinyal nya suka lag dan frame tidak jelas,2
Rezky Putra,2023-05-31,assalamualaikum min saya ingin saran untuk kecil mb ff jika ingin tambah terus terus main nya dan akan semakin ramai karena banyak survivors ff yang main dari dulu yang pensiun karena hp nya dukung saran saya kecil kan mb agar ramai kembali yang main mungkin cukup sekian dari saya wassalamualaikum wr wb survivors,3
Makaila Suanita,2023-05-31,saya pernah kena bug kalau kalau bug keluar dari map atau ada peta itu buat saya kesal dan harus tunggu zona datang baru bisa main saya mohon bug baik segera dan saat saya update itu terus ulang ulng mohon baik,4
Putri Jasmine,2023-05-31,permainan nya seru banget bisa top up bisa beli baju dan sekarang level saya sudah sedikit sultan enak sangat permainan nya bisa beli pet dan lain lain tapi ada sedikit bug yang aku kurang suka pertama akun saya tiba tiba jadi bot dua nickname akun jadi ganti tiga sering keluar sendiri dalem permainan padahal sinyal wifi lancar mohon baik untuk developer trimakasih,5
Vivo Pro,2023-05-31,download nya lama dan ram nya semakin berat tidak bisa cari glowal map dasar tidak tahu diri permainan sepi semakin update aneh kalau aku toxic ntar akun gogle aku ban pulak hp saya juga semakin patah patah memang ya wajib pensiun saya,2
Fauzan Faturrahman,2023-05-31,update sih update tapi tidak begini juga yang baik itu bug bukan yang resah semakin glowall yang batas gaseru permainan jelek,1
Mas Syahid,2023-05-31,main yang lumayan bagus untuk pertarungan royal tetapi eventnya yang kurang puas baik free fire tembak api gratis tambah event yang tarik contoh tema anime  dunia fantasi the journey dan karya fiksi sekian saran dari saya kepada pihak developer jika ada kata yang kurang kenan  saya mohon maaf dan terimakasih akhir kata dari saya wabillahi taufik wal hidayah wa ridho wal inayayah wassalamualaikum warahmatullahi wabarakatu salam booyah,5
Abang Frof,2023-05-31,baru main game keren habis baru main sudah dapat hadiah diamond terima kasih gena manta,5
Dim As,2023-05-31,tolong kalau updet nya bng kulgar apa garena nya saya main rasa tidak seru Sekali karena glowal sama ngeluting juga sekarang tidak seru kalau bisa glowallnya jngan batasin seperti biasa saja dan saya mohon sangat kalau bisa trening latih nya juga gampang bug character hilang saya kasih bintang karena saya harga karena free feree yang sudah ajar bayak main dengan orang jago jago dan saya ingin kalian turutin minta saya dengan glowallnya jngan batasin kami capek cari coin sana sini,5
Dimas Aldiansah,2023-05-31,tolong lah buat developer nya baik bug dage masa pakai senjata sks svd ac wodpeker masa sampai hit tidak mati kan tidak lucu sudah ngehit berkali-kali tidak mati mati musuh padahal jaringan stabil,2
gojek antar jemput (Rndyy.),2023-05-31,bagi tim yang tidak sama rata tim jago tim beban minta ampun kalau bisa lebih optimal,2
Mely Mitra,2023-05-31,bintang saja nge berhenti saja layar hitap saat update tidak bisa main sudah nya ngulang sma saja,2
titid gajah,2023-05-31,glowal hanya bisa dapat rank kami yang main solo squad butuh glowal banyak,1
Eka chanel,2023-05-31,update baru suara senjata nya saja yang bagus yang lain jlk knp ubah begini sih udh bagus bagus seperti kemaren auto pensiun deh,1
Doping Bihbul,2023-05-31,permainan sudah bagus tapi bug damage dari dulu ada tolong baik iya,5
Kece Cok,2023-05-31,akhir nya saya nemu permainan pertarungan royal baik sesuai selera dan untuk depan nya ufdate nyaa yang ringan ringan saja iya admin beri temen saya punya ram rendah tidak bisa main dan semoga jadi permainan baik terima kasih,5
Fatimah Risma,2023-05-31,mah permainan nya seru tapi kadangjaringannya patah patah mohon dipaerbaiki sama skin nya tam bah,5
Alexa Lie,2023-05-31,wih update garena th enivesery ini selamat iya garena permainan paling keren deh namun pun rank saya masih platinum tapi aku suka main garena karena buat aku semangat tembak tembak,5
Yakuza Teroso,2023-05-31,tidak jelas ini garena semakin update semakin susah selalu patah patah cat nya semakin deley susah dik pencet kemampuan nya lebih baik jangan main epep dulu sudah dari pada kalian per main kan garena semoga cepat baca,1
Johanes Saragih,2023-05-31,semakin update semakin jelek tolong kembali biasa belum update baru yang sekarang tolong koneksi internet permainan diperbaiki awal login jaringan bagus saat main jaringan seperti tai semakin update semakin jelek kembali mula belum update masih saya pantau belum saya unistall bug semakin update semakin lama susah dapat kalian yang urus permainan jangan duit saja kalian pikir kalau bukan kami player kalian bukan siap,1
Refan Wehalo,2023-05-31,saya kasih dua bintang karena ff semakin lama ubah dan saya ingin garena kembali ff yang dulu supaya game kita selalu jadi game nomor dunia semoga ff bisa sukses,2
Febi Febriani,2023-05-31,aku beri bintang lima iya bang garena tapi aku minta tolong jangan sering update hp saya Hanya ram mana cukup untuk main bang,5
Tugirin,2023-05-31,admin tolong abgrade nya jangan buat hp ram susah terkadang ada yang pensiun karena terlalu berat,3
Hareal Viko,2023-05-31,saya beri bintang karena sekarang ff nya tidak dulu lagiuntuk garena yang komentar nya jelek jangan bawa hati iya karena bagi saya ada bug semua lancar dan semakin bagus apa sekarang,5
Ferdi Gunawan,2023-05-31,permainan nya seru sangat musuh nya bot semua tapi tolong kasih musuh yang seimbang lah,3
Novi Lubs,2023-05-31,permainan nya Bagus tapi saat main cs selalu kasih tim yang tidak seimbang dan terkadang suka lambat padahal jaringan baik saja tolong perbaiki yang bnr permainan nya biar tidak lambat terus,3
boba milk,2023-05-31,buat ff permainan nya memang seru tetapi tolong kembali versi yang lama karena versi yang baru sangat jelek mohon baik iya terimakasih,2
Evan Maulana,2023-05-31,saya kasih bintang duluserver nya tidak jelas saya masuk terus update langsung kembali sendirijaringan jadi lag terus grafik jadi jelek,2
Ilham Sdikm,2023-05-31,saya kasih bintang dulu karena kan akun saya kena suspend padahal saya berguna kan cit atau seperti rege dan dan lain lain tolong baik saya sudah rugi besar itu akun kena suspend,1
Bronn Bron,2023-05-31,saya beri nilai karena jika update pasti lama dan sering jadi bug dan mode crafland sering banyak cheater,4
Muaz Tj MUAZ TJ,2023-05-31,enak tapi sayang lambat maklum ram suka jalan maju lari suka tiba tiba teleport hal yang saya benci training nya suka tembak saya sampai mati karena tidak ada apa apa musuh kill diri sendiri tidak tahu ngelag atau tidak,5
Shugus Lmp,2023-05-31,bagus sih bagus tapi terkadang suka ada bug dan dapat tim yang tidak seimbang,2
GAMER'M,2023-05-31,masih banyak bug yang belum fix dan cacat main,3
Laila Niah,2023-05-31,dikit lag dikit lag sering sangat kalau pakai skin yang efek nya banyak yang bagus dan lain lain itu lag lag dunia item tidak bisa lihat alhasil jadi beban tim mati,2
Mega fatonah Mega,2023-05-31,saya kasih bintang dulu iya soal nya permainan nya terkadang banyak bug nya terus juga jaringan nya sudah stabil semakin nah itu saja terima kasih,3
YUDI YUDI,2023-05-31,update selalu kalau gold royal mw habis game nya tmbh bagus tidak jelek malah lapor akun yang ngechit malah akun saya yang kena banned sudah banyak bug bug damage dari dulu kgk pernah uruslah malah update update dan update kalau ngsih tim cs minimal sepdan lah rank saya sudah master nemu kawan dm apalgi saya player solo nemu tim sengaja afk toxic sengaja biar rank turun nemu anak kecil smua yang setiap main ngebacot selalu kan pensiun tapi duid hbis permainan saya saran tolong yang chit itu langsung baned,1
ZAKY.S,2023-05-31,update kalau sedikit rugi main dari glowall hapus dan jaringan jadi stabil belum update jaringan lancar sudah update berat poll jaringan nya,2
Tika Ayu,2023-05-31,gamenya semakin seru apalagi duo skilnya tapi kurang nya itu adalah kita bisa lompat dari glowal glowal lainjadi saya kasih bintang lebih dahulutapi jika kita bisa lompat dari glowal saya kasih bintang saya belum coba maaf jika saya tanggap berlebihhansatu mohon cheater akun baned,3
Muhammad Ali,2023-05-31,saya selaku player free fire saya ada sedikit saran untuk update kecil karena banyak player free fire yang berguna device kentangmenggunakan device ram gb,5
Aidil Karnadi,2023-05-31,yth pihak garena saya sekarang sering bisa login free fire tulis salah sambung tapi sinyalping saya lancar lancar saja saat nonton tiktok youtube dan lain lain dan kepada pihak garena mohon baik bug sinyal yang sangat resah bagi saya terima kasih,2
Iing Rahmat,2023-05-31,permainan nya sudah bagus tapi masih banyak bug yang harus baik kalau ada musuh saya mau loncat jendela semakin nyangkut kalau main cs musuh nya tidak seimbang kalau setiap main br rank main squad random teman nya selalu beban tolong baik bug nya,3
satria rahmat,2023-05-31,permainan nya lumayan bagus saat aku buat room atau mau bay one itu ada tulisanmengandung kata larang sudah kalau kalau aku cek tapi tetap tidak ada apa apa tolong baik,5
Hubaib Jafar Afra,2023-05-31,saya adalah player freefire tapi saya toxsik dan terima kasih selsaikan updatetan dari freefire dan saya nanti update baru bulan depan,5
Halimah NG,2023-05-31,buat garena cobak dong benarkan aim nya saat headsod tapi tidak mati terus terkadang kita tembak kalau kalau tapi tidak mati tapi gilir musuh tembak kita sekali tembak saja sudah langsung mati,5
depri pane,2023-05-31,permainan nya sudah bagus tapi maaf saya beri bintang dulu karna mas banyak bug yang sangat buruk seperti saat kita baru login kita pencet karakter tiba karakter nya sudah ganti jadi andrew gosong harus setel ulang lagi kemampuan apa yang mau pake trus bug yang lain bug jaringan bug damege bug tembus glowal dan tim cs ranked nya tolong kondisikansaya sudah hari kalah terus main cs r itu ujung nya saya jadi mls buat main itu saja sih yang mau saya blng,3
nazmah zahirah,2023-05-31,kalau bisa glowall nya jangan jadiin glowmaker soal aku tidak enak pakai glowmaker sama sekarang glowall hanya bisa sampai tidak bisa sampai puluh dulu bisa sampai puluh tolong glowmaker ganti jadi glowall,2
Najmi Nafisah,2023-05-31,bagus tapi masih banyak kurang contoh saat main sering dapat tim seimbang jaringan in permainan buruk tetapi saat henti main jaringan lancar,4
Rizki Akbar,2023-05-31,permainan rusak baru juga afdate masa iya saat sudah macth br rangked tidak ada jumlah nilai naik rank nya tolong lah permainan apa lebih baik ff dulu sudah lah,1
